epoch,lr,step,train_loss,val_loss
0,9.999999747378752e-06,0,,
0,1.0884323273785412e-05,1,,
0,1.1768646800192073e-05,2,,
0,1.2652970326598734e-05,3,,
0,1.3537293853005394e-05,4,,
0,1.4421616469917353e-05,5,,
0,1.5305940905818716e-05,6,,
0,1.6190262613235973e-05,7,,
0,1.7074586139642633e-05,8,,
0,1.7958909666049294e-05,9,,
0,1.8843233192455955e-05,10,,
0,1.9727556718862616e-05,11,,
0,2.0611880245269276e-05,12,,
0,2.1496203771675937e-05,13,,
0,2.2380527298082598e-05,14,,
0,2.3264850824489258e-05,15,,
0,2.414917435089592e-05,16,,
0,2.503349787730258e-05,17,,
0,2.5917819584719837e-05,18,,
0,2.6802143111126497e-05,19,,
0,2.7686466637533158e-05,20,,
0,2.857079016393982e-05,21,,
0,2.945511369034648e-05,22,,
0,3.033943721675314e-05,23,,
0,3.12237607431598e-05,24,,
0,3.210808426956646e-05,25,,
0,3.299240779597312e-05,26,,
0,3.387673132237978e-05,27,,
0,3.4761054848786443e-05,28,,
0,3.5645378375193104e-05,29,,
0,3.6529701901599765e-05,30,,
0,3.7414025428006425e-05,31,,
0,3.8298348954413086e-05,32,,
0,3.918267248081975e-05,33,,
0,4.006699600722641e-05,34,,
0,4.095131589565426e-05,35,,
0,4.183563942206092e-05,36,,
0,4.271996294846758e-05,37,,
0,4.360428647487424e-05,38,,
0,4.4488610001280904e-05,39,,
0,4.5372933527687564e-05,40,,
0,4.6257257054094225e-05,41,,
0,4.7141580580500886e-05,42,,
0,4.8025904106907547e-05,43,,
0,4.891022763331421e-05,44,,
0,4.979455115972087e-05,45,,
0,5.067887468612753e-05,46,,
0,5.156319821253419e-05,47,,
0,5.244752173894085e-05,48,,
0,5.333184526534751e-05,49,,
0,5.421616879175417e-05,50,,
0,5.510049231816083e-05,51,,
0,5.598481584456749e-05,52,,
0,5.686913937097415e-05,53,,
0,5.7753462897380814e-05,54,,
0,5.8637786423787475e-05,55,,
0,5.952210631221533e-05,56,,
0,6.040642983862199e-05,57,,
0,6.129075336502865e-05,58,,
0,6.217508052941412e-05,59,,
0,6.305940041784197e-05,60,,
0,6.394372758222744e-05,61,,
0,6.482804747065529e-05,62,,
0,6.571237463504076e-05,63,,
0,6.659669452346861e-05,64,,
0,6.748102168785408e-05,65,,
0,6.836534157628193e-05,66,,
0,6.924966146470979e-05,67,,
0,7.013398862909526e-05,68,,
0,7.101830851752311e-05,69,,
0,7.190263568190858e-05,70,,
0,7.278695557033643e-05,71,,
0,7.36712827347219e-05,72,,
0,7.455560262314975e-05,73,,
0,7.543992978753522e-05,74,,
0,7.632424967596307e-05,75,,
0,7.720857684034854e-05,76,,
0,7.80928967287764e-05,77,,
0,7.897722389316186e-05,78,,
0,7.986154378158972e-05,79,,
0,8.074587094597518e-05,80,,
0,8.163019083440304e-05,81,,
0,8.25145179987885e-05,82,,
0,8.339883788721636e-05,83,,
0,8.428316505160183e-05,84,,
0,8.516748494002968e-05,85,,
0,8.605181210441515e-05,86,,
0,8.6936131992843e-05,87,,
0,8.782045915722847e-05,88,,
0,8.870477904565632e-05,89,,
0,8.958909893408418e-05,90,,
0,9.047342609846964e-05,91,,
0,9.13577459868975e-05,92,,
0,9.224207315128297e-05,93,,
0,9.312639303971082e-05,94,,
0,9.401072020409629e-05,95,,
0,9.489504009252414e-05,96,,
0,9.577936725690961e-05,97,,
0,9.666368714533746e-05,98,,
0,9.754801430972293e-05,99,,
0,9.843233419815078e-05,100,,
0,9.931666136253625e-05,101,,
0,0.0001002009812509641,102,,
0,0.00010108530841534957,103,,
0,0.00010196962830377743,104,,
0,0.0001028539554681629,105,,
0,0.00010373827535659075,106,,
0,0.00010462260252097622,107,,
0,0.00010550692240940407,108,,
0,0.00010639124957378954,109,,
0,0.00010727556946221739,110,,
0,0.00010815988935064524,111,,
0,0.00010904421651503071,112,,
0,0.00010992853640345857,113,,
0,0.00011081286356784403,114,,
0,0.00011169718345627189,115,,
0,0.00011258151062065735,116,,
0,0.00011346583050908521,117,,
0,0.00011435015767347068,118,,
0,0.00011523447756189853,119,,
0,0.000116118804726284,120,,
0,0.00011700312461471185,121,,
0,0.00011788745177909732,122,,
0,0.00011877177166752517,123,,
0,0.00011965609883191064,124,,
0,0.0001205404187203385,125,,
0,0.00012142474588472396,126,,
0,0.00012230906577315181,127,,
0,0.00012319338566157967,128,,
0,0.00012407772010192275,129,,
0,0.0001249620399903506,130,,
0,0.00012584635987877846,131,,
0,0.0001267306797672063,132,,
0,0.00012761499965563416,133,,
0,0.00012849933409597725,134,,
0,0.0001293836539844051,135,,
0,0.00013026797387283295,136,,
0,0.0001311522937612608,137,,
0,0.0001320366282016039,138,,
0,0.00013292094809003174,139,,
0,0.0001338052679784596,140,,
0,0.00013468958786688745,141,,
0,0.00013557392230723053,142,,
0,0.00013645824219565839,143,,
0,0.00013734256208408624,144,,
0,0.0001382268819725141,145,,
0,0.00013911121641285717,146,,
0,0.00013999553630128503,147,,
0,0.00014087985618971288,148,,
0,0.00014176417607814074,149,,
0,0.00014264851051848382,150,,
0,0.00014353283040691167,151,,
0,0.00014441715029533952,152,,
0,0.00014530147018376738,153,,
0,0.00014618579007219523,154,,
0,0.00014707012451253831,155,,
0,0.00014795444440096617,156,,
0,0.00014883876428939402,157,,
0,0.00014972308417782187,158,,
0,0.00015060741861816496,159,,
0,0.0001514917385065928,160,,
0,0.00015237605839502066,161,,
0,0.00015326037828344852,162,,
0,0.0001541447127237916,163,,
0,0.00015502903261221945,164,,
0,0.0001559133525006473,165,,
0,0.00015679767238907516,166,,
0,0.00015768200682941824,167,,
0,0.0001585663267178461,168,,
0,0.00015945064660627395,169,,
0,0.0001603349664947018,170,,
0,0.00016121930093504488,171,,
0,0.00016210362082347274,172,,
0,0.0001629879407119006,173,,
0,0.00016387226060032845,174,,
0,0.0001647565804887563,175,,
0,0.00016564091492909938,176,,
0,0.00016652523481752723,177,,
0,0.0001674095547059551,178,,
0,0.00016829387459438294,179,,
0,0.00016917820903472602,180,,
0,0.00017006252892315388,181,,
0,0.00017094684881158173,182,,
0,0.00017183116870000958,183,,
0,0.00017271550314035267,184,,
0,0.00017359982302878052,185,,
0,0.00017448414291720837,186,,
0,0.00017536846280563623,187,,
0,0.0001762527972459793,188,,
0,0.00017713711713440716,189,,
0,0.00017802143702283502,190,,
0,0.00017890575691126287,191,,
0,0.00017979009135160595,192,,
0,0.0001806744112400338,193,,
0,0.00018155873112846166,194,,
0,0.0001824430510168895,195,,
0,0.0001833273854572326,196,,
0,0.00018421170534566045,197,,
0,0.0001850960252340883,198,,
0,0.00018598034512251616,199,,
0,0.000186864665010944,200,,
0,0.0001877489994512871,201,,
0,0.00018863331933971494,202,,
0,0.0001895176392281428,203,,
0,0.00019040195911657065,204,,
0,0.00019128629355691373,205,,
0,0.0001921706134453416,206,,
0,0.00019305493333376944,207,,
0,0.0001939392532221973,208,,
0,0.00019482358766254038,209,,
0,0.00019570790755096823,210,,
0,0.00019659222743939608,211,,
0,0.00019747654732782394,212,,
0,0.00019836088176816702,213,,
0,0.00019924520165659487,214,,
0,0.00020012952154502273,215,,
0,0.00020101384143345058,216,,
0,0.00020189817587379366,217,,
0,0.00020278249576222152,218,,
0,0.00020366681565064937,219,,
0,0.00020455113553907722,220,,
0,0.00020543545542750508,221,,
0,0.00020631978986784816,222,,
0,0.000207204109756276,223,,
0,0.00020808842964470387,224,,
0,0.00020897274953313172,225,,
0,0.0002098570839734748,226,,
0,0.00021074140386190265,227,,
0,0.0002116257237503305,228,,
0,0.00021251004363875836,229,,
0,0.00021339437807910144,230,,
0,0.0002142786979675293,231,,
0,0.00021516301785595715,232,,
0,0.000216047337744385,233,,
0,0.00021693167218472809,234,,
0,0.00021781599207315594,235,,
0,0.0002187003119615838,236,,
0,0.00021958463185001165,237,,
0,0.00022046896629035473,238,,
0,0.00022135328617878258,239,,
0,0.00022223760606721044,240,,
0,0.0002231219259556383,241,,
0,0.00022400624584406614,242,,
0,0.00022489058028440922,243,,
0,0.00022577490017283708,244,,
0,0.00022665922006126493,245,,
0,0.00022754353994969279,246,,
0,0.00022842787439003587,247,,
0,0.00022931219427846372,248,,
0,0.00023019651416689157,249,,
0,0.00023108083405531943,250,,
0,0.0002319651684956625,251,,
0,0.00023284948838409036,252,,
0,0.00023373380827251822,253,,
0,0.00023461812816094607,254,,
0,0.00023550246260128915,255,,
0,0.000236386782489717,256,,
0,0.00023727110237814486,257,,
0,0.00023815542226657271,258,,
0,0.0002390397567069158,259,,
0,0.00023992407659534365,260,,
0,0.0002408083964837715,261,,
0,0.00024169271637219936,262,,
0,0.0002425770362606272,263,,
0,0.0002434613707009703,264,,
0,0.00024434569058939815,265,,
0,0.000245230010477826,266,,
0,0.00024611433036625385,267,,
0,0.0002469986502546817,268,,
0,0.00024788297014310956,269,,
0,0.00024876731913536787,270,,
0,0.0002496516390237957,271,,
0,0.0002505359589122236,272,,
0,0.00025142027880065143,273,,
0,0.0002523045986890793,274,,
0,0.00025318891857750714,275,,
0,0.000254073238465935,276,,
0,0.00025495755835436285,277,,
0,0.00025584190734662116,278,,
0,0.000256726227235049,279,,
0,0.00025761054712347686,280,,
0,0.0002584948670119047,281,,
0,0.00025937918690033257,282,,
0,0.0002602635067887604,283,,
0,0.0002611478266771883,284,,
0,0.00026203214656561613,285,,
0,0.000262916466454044,286,,
0,0.0002638008154463023,287,,
0,0.00026468513533473015,288,,
0,0.000265569455223158,289,,
0,0.00026645377511158586,290,,
0,0.0002673380950000137,291,,
0,0.00026822241488844156,292,,
0,0.0002691067347768694,293,,
0,0.00026999105466529727,294,,
0,0.0002708754036575556,295,,
0,0.00027175972354598343,296,,
0,0.0002726440434344113,297,,
0,0.00027352836332283914,298,,
0,0.000274412683211267,299,,
0,0.00027529700309969485,300,,
0,0.0002761813229881227,301,,
0,0.00027706564287655056,302,,
0,0.00027794999186880887,303,,
0,0.0002788343117572367,304,,
0,0.00027971863164566457,305,,
0,0.0002806029515340924,306,,
0,0.0002814872714225203,307,,
0,0.00028237159131094813,308,,
